2017 2016 2015 2014 2013 2012 2011 2010 2009 2008 2007 2006 2005 2004 2003 2002 2001 2000 1999 1998 1997 1996 1995 1994 1993 1992 1991 1990 1989 1988 1987 1986 1985 1984 1983 1982 1981 1980 1979 1978
46718.2194697065 39987.9834668815 47314.038454461 43284.5377586402 49486.5096849541 47734.3259938003 50322.8408404578 41532.8410750638 35429.522969439 37394.8072619827 35852.6629817319 32262.2344032378 25750.3169401325 22158.5664839281 18268.419527769 13832.3370772886 14257.0076848249 18613.707900181 22569.6008792959 20174.0106058196 17690.8285409134 15728.4662938344 13434.8693215784 11747.3886177764 10271.8631669467 8981.67042510315 7853.53176089397 6867.09244496266 6004.55439455627 5250.35504708152 4590.88656860298 4014.25033103138 3510.04222809389 3069.16495659524 2683.6638760063 2346.58348483514 2051.84192421872 1794.12124443438 1568.77145443669 1371.72662320894
9628.55938128399 8196.00951978484 9532.63909266727 9383.36210570865 10800.1927739203 9997.90507426691 10810.1002936332 9907.85180849691 9533.80142738219 9765.7148776442 9697.80132072977 8993.70322985075 8018.06160985826 7348.44611552179 6761.68848157725 6090.91065252585 6063.2360164564 7313.74212189069 7518.92187370961 7458.75721489462 7448.24085318823 7121.1266548473 6442.76597551288 5633.52525998707 4925.92885967521 4307.20978619288 3766.20464297549 3293.15220685073 2879.51730868184 2517.83683540326 2201.58507490116 1925.05597418955 1683.26018649506 1471.83504969627 1286.96587188055 1125.31710379302 983.972156339083 860.38077728237 752.31303766884 657.819097765325
857.711837521484 713.748837765731 759.570018274899 676.810250168506 755.45369473034 702.699758777705 684.392951434799 575.5270261116 501.433202309542 536.096979526879 534.688763577424 439.363376229747 318.798426095697 294.317133435953 248.712601534394 169.960832668756 230.839091406704 328.330964830465 348.370961034238 249.795844572435 245.354548116464 22.8564281026816 182.959749125257 159.979172326833 139.885060515999 122.3148605594 106.951557646531 93.5179554692321 81.771674836649 71.5007804869151 62.5199571911754 54.6671661563432 47.8007213988793 41.7967333393255 36.5468734929938 31.9564199256737 27.9425482089944 24.4328370395675 21.3639615591647 18.6805507998242
1729.12746822521 1373.88519722214 1546.26817591264 1321.56315362099 1495.61281856954 1462.69576497291 1490.43418626772 1197.87122346945 988.285426518747 1107.03682240533 983.04726970771 839.831300533217 704.353517556847 684.829478533891 585.899744216348 400.957094081207 432.564608475079 519.887063495437 558.756568013701 511.136960640636 516.970362543836 472.386505140805 467.505495385065 408.784678419874 357.439463194335 312.543440577354 273.286562639058 238.960527154583 208.945997880671 182.701430023657 159.753299279522 139.687558150957 122.142165389871 106.800553775909 93.3859183716967 81.6562221992185 71.3998292259552 62.4316858678329 54.5899821127705 47.7332320222998
2415.90301847894 2185.53887289099 2431.50281683508 2177.06227013126 2377.29529834639 2288.39781730317 2181.40741944507 1791.26999662961 1608.34633371376 1639.75962629394 1627.22280204425 1401.70242946186 1193.27772631086 1030.37024302093 889.259738256016 67.8840540338019 780.417309542848 887.265243489021 1048.8905515716 949.878132781478 877.933857257722 735.96856902124 73.5826105109312 64.3402998936528 56.2588655344078 49.1924960942063 43.0136948015507 37.6109790594436 32.8868689922194 28.756128640045 25.1442280673923 21.9859986376821 19.2244571915502 16.8097779136727 14.6983933377945 12.8522082696166 11.2379124445439 9.82637951874717 8.59214154968201 7.51292948424452
10511.9067908662 8879.91954390569 10827.6418017627 10308.9765098203 11323.197978014 10771.5887606793 11415.9568935557 9698.68088705595 8679.56888507641 9161.68952894913 9045.71401345729 8097.97155947273 7457.74157056895 6700.89116061916 6183.83813256215 4490.42363156677 447.833165242605 5620.72809951138 5837.20139719495 525.812995167845 513.452305379557 4477.52552048334 3661.66625232685 3201.74431362663 2799.59066267338 2447.94933973043 2140.47576661238 1871.62227301623 1636.53800126614 1430.98138347756 1251.24361198768 1094.08172224802 956.660080810046 836.499222686052 731.431114970196 639.560039552281 559.228389140627 488.986759460064 427.567798005918 373.863337513457
2364.10317138923 2018.49898310816 2183.65691825652 2011.88384551878 2126.47272887271 2013.50087915174 1939.1908335643 1559.62893899105 1233.06164666166 1246.14491878289 1216.74430727451 997.856754594583 853.426250559642 742.438942115489 69.6059477461012 482.390533323825 531.195548427744 705.247168557382 723.916556865207 673.71501271464 646.2254409543 51.8920793122993 493.415762639469 431.440498237864 377.249608978841 329.865341932332 288.432754384212 252.204288314501 220.526282391267 192.827178119464 168.607207351118 147.429375091152 128.911574903821 112.71969465996 98.5615882337497 86.1818043817854 75.356977698915 65.891798490993 57.615488849948 50.3787213498543
4102.66713270782 3557.58478126529 4309.15359255388 3900.72011589108 4278.13406518692 3886.22881698983 4034.86647720595 3242.73366859135 2546.3947474927 2796.64609398031 2748.74915022233 2397.4660973388 2105.77778371186 193.100922708342 1630.99860123607 106.444119238565 1105.00518971166 1389.24416093153 1620.52296347612 1437.60668858995 1518.4436933042 1215.69776204176 1013.98353717524 886.622592159731 775.25876122009 677.882734055383 592.737578879092 518.287042529607 453.187832231032 396.265378890946 346.492644638203 302.971592230409 264.916981988104 231.642203907727 202.546889325648 177.106078613543 154.860749460518 135.409534846081 118.401481273386 103.529716601325
773.732899828479 669.056155684145 688.662790423254 609.831155707745 688.176675512367 595.976880747465 612.099691958551 506.936832903329 392.375752237626 437.341381494673 424.540355507982 345.870759096102 303.173666089861 249.133891829589 218.670690747337 146.239569025173 145.753454114286 25.4400136697531 289.319391129581 209.272469136855 217.536422621934 196.795519757422 212.594254361249 185.89144889387 162.542637267815 142.12654259885 124.274802295843 108.665321784841 95.0164630356288 83.0819630357956 72.6464905275731 63.5217608387391 55.5431387084346 48.566667813512 42.466473399888 37.1324911552128 32.4684813454652 28.3902923850244 24.8243425102402 21.7062921617103
983.941123898082 963.330408367737 1102.47278753174 983.379742541224 1111.37469190477 1082.90463737842 1016.34084792244 903.503195194049 759.869765175184 820.579149052504 822.102898449689 734.848196126671 627.784751640247 59.1856344801357 47.236231312737 367.223604721601 357.118740298163 496.742303482331 674.700193606208 453.67633367768 534.435051728488 352.78808411669 322.95467486654 282.390098539429 246.92061753267 215.906264695757 188.787455663587 165.074892412935 144.340734978176 126.21088203967 110.358221105358 96.4967265002643 84.3762986753571 73.7782517227003 64.5113676792258 56.4084464279026 49.3232889470147 43.1280594770523 37.7109790114421 32.9743084953337
