2017 2016 2015 2014 2013 2012 2011 2010 2009 2008 2007 2006 2005 2004 2003 2002 2001 2000 1999 1998
130.126515199046 144.32587069487 165.134182537757 191.615817441531 222.030554039827 253.625319792549 282.688483029579 305.030485119209 316.890468748117 315.989668432668 302.248947115692 277.782544167818 246.167793574416 211.378349300782 176.863426349573 145.052791636684 117.289474782665 94.0299707469115 75.1356169115805 75.1356169115805
19.5881561873828 21.7256082876479 24.8579173466491 28.8442409625464 33.4226207798666 38.1786323069673 42.5535575857663 45.9167355345578 47.7020381790457 47.5664392409993 45.4980260903627 41.8150586217164 37.0560387440116 31.8191270580127 26.6235395136172 21.8350328804939 17.6557755939643 14.1544845834697 11.3102867393946 11.3102867393946
1.89407280496206 2.10075330394791 2.40363129555858 2.78908805220383 3.23179356362706 3.69167513733892 4.11470765326565 4.43990946553 4.6125389440375 4.59942723211942 4.3994224404193 4.04329864514264 3.58312617957691 3.0767440621611 2.57435777426853 2.11133409284509 1.70722165389823 1.36866502703677 1.0936458911436 1.0936458911436
6.02230665081615 6.67945844581352 7.64247535756275 8.86805590708824 10.275661960463 11.7378802303717 13.082934933392 14.1169316370701 14.6658163757237 14.6241269804265 13.9882009568358 12.8558861402195 11.3927429639706 9.78267370708756 8.18530940571116 6.71310063484629 5.42820333714397 4.35174428008754 3.47730610281572 3.47730610281572
10.7937448265913 11.9715541277129 13.6975636804986 15.8941644985952 18.417008557762 21.0377337717521 23.448467413195 25.3016936300176 26.2854565221704 26.2107368639225 25.0709703881824 23.0415291952023 20.4191462770127 17.5334286077573 14.6704819556092 12.0318508254539 9.72893694811155 7.79960570481369 6.23235529739339 6.23235529739339
33.8091243937637 37.4983630976148 42.9047232267882 49.7851110343186 57.6873868424613 65.8962546807467 73.4473683000884 79.2522077419087 82.3336370816893 82.0995935443489 78.5295159505926 72.1727203392808 63.9586600929492 54.9197593951317 45.9521840957117 37.6872297594832 30.4738387633038 24.4306164109711 19.5215357506509 19.5215357506509
5.04791805409257 5.59874493863804 6.40594901127632 7.43323482407299 8.61309503742121 9.83873139765136 10.966160854967 11.8328604322231 12.2929374994529 12.2579933055771 11.7249579352983 10.7758477791525 9.54943615926123 8.19987059553196 6.86095436900801 5.62694393667058 4.5499386224614 3.64764695521955 2.91468988109912 2.91468988109912
13.1757100204289 14.6134384511318 16.7203440455617 19.4016910548571 22.4812767115843 25.6803439507591 28.6230786463109 30.8852750968845 32.0861349285837 31.9949261251779 30.60363581615 28.126337242596 24.9252464768156 21.4027082084225 17.9079660685369 14.6870414329873 11.8759201829154 9.52082383744495 7.60771237989993 7.60771237989993
2.24583859456353 2.49090364177294 2.8500319082372 3.30707540642866 3.83199985546545 4.37729029227704 4.87888809175687 5.2644861422077 5.46917623879524 5.45362942951247 5.21647989697021 4.79421705586955 4.24858170298581 3.64815467615248 3.05246558132318 2.50344948689777 2.02428558699254 1.62285247573157 1.29675699090422 1.29675699090422
5.27186946251247 5.84713383896403 6.69014960406888 7.76301105857769 8.99521589275504 10.2752277373221 11.4526757195334 12.3578265134938 12.838314947565 12.801820450901 12.2451369110931 11.2539193843568 9.97309788565328 8.56365870561063 7.16534132172375 5.87658388847121 4.75179712170906 3.80947519099641 3.04400040020514 3.04400040020514
9.80406168952137 10.8738771458068 12.4416281352989 14.4368216732097 16.7283450681467 19.1087748524366 21.2984672823969 22.9817703849129 23.8753316314941 23.8074630510661 22.7722022570297 20.9288414058248 18.5469059129513 15.9257809463667 13.3253391124705 10.9286452132222 8.83688650650378 7.08445648034513 5.66090794143376 5.66090794143376
1.77996439484144 1.97419342782217 2.25882453578999 2.6210594513551 3.03709417064838 3.46927018041224 3.86681710376024 4.17242713387735 4.33465655000033 4.32233475312511 4.13437924946589 3.79971013110486 3.36726075426593 2.8913856259059 2.41926559833218 1.98413677712583 1.60437009078014 1.28620980682891 1.02775919790435 1.02775919790435
13.382087648574 14.8423359270107 16.982243020307 19.7055892869597 22.8334120089015 26.0825878120985 29.0714160089332 31.3690463554519 32.5887158454857 32.4960783937199 31.0829956201043 28.5668939002284 25.315662874933 21.7379493566479 18.1884673513062 14.9170917885817 12.0619385633739 9.66995318520018 7.72687572169624 7.72687572169624
8.17755602043519 9.06988780111465 10.3775470089679 12.0417355304777 13.9530924280239 15.9386060376077 17.7650258501902 19.1690669360302 19.9143852931573 19.8577761921486 18.9942664135391 17.4567213527286 15.4699518334329 13.2836746628479 11.1146492682711 9.11556978003351 7.37083636778813 5.9091365983832 4.72175648048793 4.72175648048793
12.5689343308963 13.9404516307722 15.9503287468235 18.5081927576377 21.4459554911647 24.4976973697401 27.3049114845235 29.4629279091989 30.6084850246664 30.5214766237051 29.1942588493103 26.8310463134588 23.7773740969369 20.4170578707256 17.0832576890631 14.0106650040224 11.329003193497 9.08236515552744 7.25735745269506 7.25735745269506
16.2699661810268 18.0453386587732 20.6470415434633 23.9580908222645 27.760903301352 31.7112570744317 35.3450797604294 38.1385428594658 39.6214192144861 39.5087904343655 37.7907618620322 34.7316808751605 30.778828359365 26.4290378426287 22.1135712499982 18.1362269694415 14.6649265538646 11.7567464379958 9.39434937047298 9.39434937047298
7.40162322133785 8.20928551218735 9.39286661322248 10.899147508726 12.6291440458074 14.4262608863711 16.0793796498428 17.3501973707726 18.0247957037729 17.9735579946679 17.1919829112032 15.8003288280627 14.0020752456088 12.0232444270067 10.0600284382623 8.25063292639248 6.67144969525979 5.34844427300211 4.27372950110614 4.27372950110614
3.82197137649588 4.23902342915953 4.85018843373269 5.62798572162764 6.52130291009255 7.4492789660815 8.30289882850879 8.95911014984914 9.30745205300438 9.28099447042546 8.87741305209915 8.15880553687023 7.23024250220959 6.20843491737845 5.19469035210137 4.26037396658334 3.44493214697928 2.76177269619278 2.20682292730395 2.20682292730395
3.80083083001238 4.21557603434127 4.82336048973823 5.59685553198566 6.4852314972736 7.40807462080056 8.25697283866195 8.90955444523595 9.25596955787647 9.22965832065162 8.82830924027177 8.11367657312059 7.19024971768877 6.17409407752608 5.1659568577766 4.2368084751117 3.42587712510402 2.74649644780961 2.19461628364292 2.19461628364292
8.5764050121988 9.51225904208734 10.8836975203387 12.6290545367203 14.6336352250399 16.7159895165262 18.6314904309643 20.1040116800807 20.8856819098872 20.8263117782227 19.9206855037169 18.3081488077818 16.2244773513232 13.9315675336461 11.6567509235063 9.5601690963857 7.73033872355314 6.1973465682775 4.95205362634541 4.95205362634541
33.9521175725868 37.65695963734 43.086185564862 49.9956734612523 57.9313713576037 66.1749579923023 73.7580084854744 79.5873990642801 82.6818610804317 82.446827673345 78.8616507017453 72.4779694958525 64.2291684922038 55.1520384356844 46.1465354430338 37.8466250967176 30.6027255994418 24.5339438873211 19.6041006352064 19.6041006352064
7.23867271657368 8.02855391075867 9.18607787107269 10.6591972255332 12.351107007787 14.1086594058584 15.7253839178413 16.9682239394346 17.6279706465701 17.5778609617257 16.8134926517691 15.4524765420196 13.6938124280095 11.7585465776706 9.83855178875781 8.06899104058239 6.52457433253971 5.23069554844176 4.17964116958676 4.17964116958676
3.8241671130832 4.24145876368222 4.85297488479426 5.63121902008662 6.52504942255592 7.45355860419589 8.30766887436803 8.96425719152161 9.31279921837908 9.28632643582184 8.88251315848904 8.16349280060441 7.23439630307134 6.21200168603138 5.19767472077981 4.26282156706816 3.44691127314502 2.76335934474598 2.20809075517755 2.20809075517755
6.91481629081318 7.66935839586675 8.7750950206847 10.1823073798252 11.7985215371704 13.4774414759482 15.0218341334059 16.2090698000373 16.8392996027836 16.7914318128369 16.0612611518858 14.7611365660336 13.0811546492132 11.2324721140381 9.39837741678057 7.70798637851039 6.2326664917408 4.99667552420706 3.99264505812497 3.99264505812497
