2017 2016 2015 2014 2013 2012 2011 2010 2009 2008 2007 2006 2005 2004 2003 2002 2001 2000 1999 1998 1997 1996 1995 1994 1993 1992 1991 1990 1989 1988 1987 1986 1985 1984 1983 1982 1981 1980 1979
5820.55868463566 4736.27271894009 4690.39826884144 4357.2271473877 5053.37721270951 4575.39503910107 4494.00488570025 3716.04186098593 3152.65287705559 3584.54919756955 3303.17181009815 2774.87572347829 2350.80131381065 2006.6372365729 176.944307523337 1121.49289296452 1166.31032808393 1431.83249086686 1723.56862513473 1619.55835117836 1516.81649519707 1231.63385380044 965.688885025813 844.393968019085 738.334244375151 645.596104500717 564.506296872675 493.601737971061 431.603114221782 377.391799655417 329.989672813085 288.541468740745 252.299347653297 220.609401844673 192.899857391401 168.670757775872 147.484943293458 128.960163487129 112.762180296169
1122.11647623408 935.017311113602 996.267165679897 865.154195748921 916.355246050433 881.782574234692 931.548081069807 766.10169656749 619.078119883942 583.787676335002 547.659832430664 527.322966656698 426.95455263107 364.029897353978 315.69993398526 239.97501613279 305.531501098278 445.257731827639 508.78053021573 352.067035133998 301.942642432284 218.441864136827 220.954065203022 193.201229464022 168.93427614519 147.715362556809 129.161641042796 112.938351354295 98.7527806525783 86.3489821630493 75.5031571903382 66.0196171733034 57.7272529242961 50.4764473480346 44.1363759370328 38.592646337083 33.7452343940519 29.5066794425887 25.8005062747809
4087.85943153953 3557.81453928258 4428.1379532177 4115.2786619469 4990.48062099568 4801.93388669531 4915.94729287023 4304.2319416734 3563.1448015364 3854.45718522185 3895.42792983384 3490.37317025756 3113.09901480077 3073.30273475318 2675.74647970346 1850.0978909296 1837.90152814543 226.671660929382 2638.52498735475 2515.9289555169 2646.06866359533 2053.32543228497 1714.94412259546 1499.53933928801 1311.19037666906 1146.49890057959 1002.49342309044 876.575688674047 766.473794516911 670.201199134108 586.020879688256 512.413991312299 448.052462963912 391.775035365255 342.566308686511 299.538421935675 261.915033500337 229.017313806288 200.251697361925
3054.34801697244 2576.69860822045 2922.65233303659 2745.12948990688 3105.5936178345 2794.6301688758 2912.18280167767 2392.19607751813 1863.85209587033 1937.59800535463 2020.80322825971 1506.05126977963 1384.91695519708 1299.59945842134 1161.65879086789 895.144931187393 927.19639122478 112.593381105545 1440.84629377234 122.695560486956 12.3062912464462 99.0931959322045 878.981444177136 768.57737618471 672.040561374957 587.629209664151 513.820307726715 449.282139639155 392.850259056125 343.506479390471 300.360502922256 262.633857375248 229.645850132485 200.801286666255 175.579731589149 153.526118565944 134.24253966328 117.381065994362 102.637470123351
4871.34220959538 4275.52960852162 4679.4932541476 3719.03253282483 3823.6037240337 3440.31112783273 3404.64343470722 2995.41069805134 2544.97096744365 2798.42775647185 2482.95781916863 2097.09822990181 1670.16675158138 142.400562705612 1266.3382108536 916.146314712289 1130.55778815992 1312.94940073352 1464.26688672051 1366.04562572717 1325.10884157176 1019.09624714272 937.492888628311 819.739517036455 716.776504592324 626.746114903646 548.023951720112 479.189650350046 419.001250368474 366.372787229643 320.354698474945 280.116691010258 244.932760331196 214.168091401816 187.267604842547 163.745941769022 143.178706580712 125.19480969515 109.469772069558
6222.45994446784 4813.69622314516 5226.64450079845 4669.32399257774 5585.81034098773 4960.08529511749 4813.36008291101 4041.75017541967 3444.42897933511 3652.66785439104 3305.93920286531 2927.61336932948 2320.37603633749 2040.20315117346 1710.28151135523 1191.28098982762 1198.1718646277 15.9666611221253 2052.64033983701 1773.47587537543 1726.24817247736 1385.23390493218 1002.37017823532 876.467923933383 766.379565517911 670.118805726042 585.948835267062 512.350995998147 447.997380147791 391.726871201418 342.524194160757 299.50159718594 261.88283410669 228.989158802963 200.227078755098 175.077646803782 153.08709791367 133.858662002094 117.045405113731
2780.52044030242 2446.26010384954 2721.6964070572 2439.99196915948 2616.94623310208 2549.92540833907 2505.80738340516 2127.30848096663 1853.07758827629 1855.97057351786 1865.85493975988 1636.34477726212 1313.77692282725 1198.90130052664 111.741554955579 784.601705723695 741.568550255365 1028.09463022237 1302.92822817137 1015.55836084224 1187.20881850863 886.579435488981 750.006423876606 655.802205158489 573.430464858919 501.404989861003 438.426242176313 383.35791169954 335.206414043828 293.102963541255 256.287897956015 224.096972084923 195.949372944053 171.337240302458 149.81650348452 130.998869111616 114.544815219876 100.157465348624 87.5772320711737
1590.90294002392 1423.39874349978 1604.90266077499 1613.76680557216 1915.56983080885 1760.72869828065 1639.30398463064 1372.88718822706 1145.23343772218 1177.17249913418 1152.40917398655 1006.36183589998 792.004302590842 721.935348479945 675.152362050481 449.468421500523 512.291288991518 75.9080336201384 833.088910222131 751.834249581482 706.739671684811 541.557036893258 358.57576215185 313.537015216629 274.155339783737 239.720181937708 209.610236567264 183.282237309503 160.261154528097 140.131624470009 122.530454959134 107.140072408891 93.6827919198606 81.9158070792156 71.6268090641385 62.6301560057788 54.7635234985233 47.8849758205392 41.8704050223403
2519.84246222932 2045.45262087954 2295.98217934364 2080.60757505111 2156.87766240611 2013.83336612177 1965.14173419447 1575.50765879283 1301.13738428133 1229.1101362229 1095.05661844795 968.680619400132 765.327393114548 611.777018572031 56.7732305874308 418.727830578116 410.747251901235 510.959075286878 636.627934451938 510.757035320374 458.428683996016 363.873979672466 349.125062117724 305.273366099284 266.929642587972 233.402065180391 204.085704016621 178.451611179057 156.037277014797 136.438285187362 119.301015891879 104.316265579633 91.2136680742309 79.7568164209706 69.7389974541054 60.9794621218725 53.3201642756622 46.622909082103 40.7668596075615
1816.33403394351 1964.30680788663 2286.01186286836 2063.76391824184 2105.92634016943 2003.35036572643 1893.61255522997 1664.08726106526 1390.08927527831 1482.84660351901 1251.35758011384 1038.35071426598 848.562058849468 698.510042181151 565.669534738067 420.81562488274 610.373253329783 625.736546799288 675.291831749794 699.087609604816 675.407345234527 619.036764684767 652.766702226837 570.776234904389 499.084143263208 436.396904469042 381.58346804003 333.654848580133 291.746281758078 255.101621576531 223.059697415232 195.042384691576 170.544173900503 149.123049830415 130.39251639108 114.014623159419 99.6938678228744 87.1718645036252 76.2226817655363
9137.81618961851 7722.58048635472 9213.51742488328 8765.80344769784 9451.22152359226 8758.25552394709 9542.29610355523 7935.47633567707 6494.54439199717 7382.92391757142 7307.27818174598 6505.58878042656 5802.63288169954 5468.13776077519 4674.32927984257 3393.56871810852 3395.67769680358 4122.33185613035 5023.64275107168 4657.40195084275 4557.7249577815 3798.65912587802 3244.88572010681 2837.31331224363 2480.9338529093 2169.31727488503 1896.84115664597 1658.58927838792 1450.26291987864 1268.10329970251 1108.8237564889 969.550448486792 847.770501542598 741.286669927809 648.177691972984 566.76362521444 495.575535604213 433.328993893141 378.900900988797
2348.93184733985 2023.4388363064 2297.30697157414 1930.25776621864 2113.69083542872 2006.77974519051 2018.67909598757 1588.47179793998 1348.10491183935 1383.80296423053 1283.66535059988 1051.53647658952 846.13537513871 799.453306627163 578.857649543185 466.454551244793 542.976530216662 74.3251757477966 841.741768690564 619.681576123871 551.763743112953 507.827678631497 560.001755203226 489.662987227056 428.159088489126 374.380359222115 327.35648299765 286.23901954486 250.286096550563 218.84902423899 191.360591221184 167.324830438962 146.308070552866 127.931111316507 111.862381759472 97.8119577335941 85.5263308826185 74.7838346530798 65.3906448190188
899.903370727677 865.152543975874 1023.08789945562 890.900129898518 974.369428052969 909.748035933394 891.573269399763 732.207492479873 615.670216326733 661.10713266081 633.676697985053 608.686394001311 455.715442343254 407.333540691228 390.505053160089 30.3754199937065 352.893383527992 406.576258752327 394.964602355841 53.3463054737118 497.786661171102 431.987274924347 411.540662574013 359.849283201375 314.650576228917 275.129032467144 240.571574390621 210.354690254993 183.933184227435 160.830339551892 140.629317265517 122.965635275455 107.520592097789 94.0155166047983 82.2067400301162 71.8811995129132 62.8525938569313 54.9580221436716 48.0550445510566
3779.18938602171 3085.48261950761 3516.00453895128 2924.9432616519 3194.13275654615 3076.4190001509 3147.79500258498 2676.48679603612 2231.91626658955 2445.81768340788 2437.54713074488 2317.00099330066 1488.92606982335 1479.74915522468 1240.9227851754 995.751881576425 977.058166653213 1389.33955214151 1776.80927964081 1116.97779047241 1198.21047895691 931.740069869669 846.202162190729 739.91532113312 646.978590825357 565.715136625826 494.658741952043 432.5273536943 378.199950445698 330.696316187721 289.159354492912 252.839624144147 221.081817150483 193.312935185721 169.031951120079 147.800769110516 129.236320144831 113.00365042139 98.8098778597916
